pack_row,reason,sequence_id,split,station,latitude,longitude,init_time_bjt,init_time_utc,target_time_bjt,target_time_utc,lead_minutes,observed_ghi_15min_wm2,label_record_times_bjt,solar_cosine,day_mask_sza_lt_90,clear_sky_ghi_15min_wm2,kt,simvp_seq_id,cache_index,station_index,lead_index
129799,suspected_positive_flatline_ge60min,train_20240701T0430+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:30:00+08:00,2024-06-30T20:30:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,210,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406301845,5612,0,13
129800,suspected_positive_flatline_ge60min,train_20240701T0430+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:30:00+08:00,2024-06-30T20:30:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,225,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406301845,5612,0,14
129801,suspected_positive_flatline_ge60min,train_20240701T0430+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:30:00+08:00,2024-06-30T20:30:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,240,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406301845,5612,0,15
129814,suspected_positive_flatline_ge60min,train_20240701T0445+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:45:00+08:00,2024-06-30T20:45:00+00:00,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,75,362.0,2024-07-01T05:50:00+08:00|2024-07-01T05:55:00+08:00|2024-07-01T06:00:00+08:00,0.0488578102068212,True,0.75803980592284,477.5474812424924,hunan_202406301900,5613,0,4
129815,suspected_positive_flatline_ge60min,train_20240701T0445+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:45:00+08:00,2024-06-30T20:45:00+00:00,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,90,362.0,2024-07-01T06:05:00+08:00|2024-07-01T06:10:00+08:00|2024-07-01T06:15:00+08:00,0.1025897529366486,True,10.616362741927565,34.0983073770022,hunan_202406301900,5613,0,5
129816,suspected_positive_flatline_ge60min,train_20240701T0445+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:45:00+08:00,2024-06-30T20:45:00+00:00,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,105,362.0,2024-07-01T06:20:00+08:00|2024-07-01T06:25:00+08:00|2024-07-01T06:30:00+08:00,0.1566188251765872,True,37.042773491835156,9.772486395485231,hunan_202406301900,5613,0,6
129817,suspected_positive_flatline_ge60min,train_20240701T0445+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:45:00+08:00,2024-06-30T20:45:00+00:00,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,120,362.0,2024-07-01T06:35:00+08:00|2024-07-01T06:40:00+08:00|2024-07-01T06:45:00+08:00,0.2107137117588196,True,76.00543133022377,4.762817520595396,hunan_202406301900,5613,0,7
129818,suspected_positive_flatline_ge60min,train_20240701T0445+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:45:00+08:00,2024-06-30T20:45:00+00:00,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,135,362.0,2024-07-01T06:50:00+08:00|2024-07-01T06:55:00+08:00|2024-07-01T07:00:00+08:00,0.2646428133064632,True,122.39708610567651,2.957586749144114,hunan_202406301900,5613,0,8
129819,suspected_positive_flatline_ge60min,train_20240701T0445+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:45:00+08:00,2024-06-30T20:45:00+00:00,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,150,362.0,2024-07-01T07:05:00+08:00|2024-07-01T07:10:00+08:00|2024-07-01T07:15:00+08:00,0.3181752376977865,True,173.0127706539375,2.092331095743662,hunan_202406301900,5613,0,9
129820,suspected_positive_flatline_ge60min,train_20240701T0445+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:45:00+08:00,2024-06-30T20:45:00+00:00,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,165,362.0,2024-07-01T07:20:00+08:00|2024-07-01T07:25:00+08:00|2024-07-01T07:30:00+08:00,0.3710817885132746,True,225.93329466569048,1.6022428236424606,hunan_202406301900,5613,0,10
129821,suspected_positive_flatline_ge60min,train_20240701T0445+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:45:00+08:00,2024-06-30T20:45:00+00:00,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,180,362.0,2024-07-01T07:35:00+08:00|2024-07-01T07:40:00+08:00|2024-07-01T07:45:00+08:00,0.4231359462340348,True,279.936729871125,1.2931493490213113,hunan_202406301900,5613,0,11
129822,suspected_positive_flatline_ge60min,train_20240701T0445+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:45:00+08:00,2024-06-30T20:45:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,195,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406301900,5613,0,12
129823,suspected_positive_flatline_ge60min,train_20240701T0445+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:45:00+08:00,2024-06-30T20:45:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,210,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406301900,5613,0,13
129824,suspected_positive_flatline_ge60min,train_20240701T0445+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:45:00+08:00,2024-06-30T20:45:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,225,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406301900,5613,0,14
129825,suspected_positive_flatline_ge60min,train_20240701T0445+0800,train,sili,25.9478611111,112.347916667,2024-07-01T04:45:00+08:00,2024-06-30T20:45:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,240,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406301900,5613,0,15
129839,suspected_positive_flatline_ge60min,train_20240701T0500+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:00:00+08:00,2024-06-30T21:00:00+00:00,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,60,362.0,2024-07-01T05:50:00+08:00|2024-07-01T05:55:00+08:00|2024-07-01T06:00:00+08:00,0.0488578102068212,True,0.75803980592284,477.5474812424924,hunan_202406301915,5614,0,3
129840,suspected_positive_flatline_ge60min,train_20240701T0500+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:00:00+08:00,2024-06-30T21:00:00+00:00,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,75,362.0,2024-07-01T06:05:00+08:00|2024-07-01T06:10:00+08:00|2024-07-01T06:15:00+08:00,0.1025897529366486,True,10.616362741927565,34.0983073770022,hunan_202406301915,5614,0,4
129841,suspected_positive_flatline_ge60min,train_20240701T0500+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:00:00+08:00,2024-06-30T21:00:00+00:00,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,90,362.0,2024-07-01T06:20:00+08:00|2024-07-01T06:25:00+08:00|2024-07-01T06:30:00+08:00,0.1566188251765872,True,37.042773491835156,9.772486395485231,hunan_202406301915,5614,0,5
129842,suspected_positive_flatline_ge60min,train_20240701T0500+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:00:00+08:00,2024-06-30T21:00:00+00:00,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,105,362.0,2024-07-01T06:35:00+08:00|2024-07-01T06:40:00+08:00|2024-07-01T06:45:00+08:00,0.2107137117588196,True,76.00543133022377,4.762817520595396,hunan_202406301915,5614,0,6
129843,suspected_positive_flatline_ge60min,train_20240701T0500+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:00:00+08:00,2024-06-30T21:00:00+00:00,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,120,362.0,2024-07-01T06:50:00+08:00|2024-07-01T06:55:00+08:00|2024-07-01T07:00:00+08:00,0.2646428133064632,True,122.39708610567651,2.957586749144114,hunan_202406301915,5614,0,7
129844,suspected_positive_flatline_ge60min,train_20240701T0500+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:00:00+08:00,2024-06-30T21:00:00+00:00,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,135,362.0,2024-07-01T07:05:00+08:00|2024-07-01T07:10:00+08:00|2024-07-01T07:15:00+08:00,0.3181752376977865,True,173.0127706539375,2.092331095743662,hunan_202406301915,5614,0,8
129845,suspected_positive_flatline_ge60min,train_20240701T0500+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:00:00+08:00,2024-06-30T21:00:00+00:00,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,150,362.0,2024-07-01T07:20:00+08:00|2024-07-01T07:25:00+08:00|2024-07-01T07:30:00+08:00,0.3710817885132746,True,225.93329466569048,1.6022428236424606,hunan_202406301915,5614,0,9
129846,suspected_positive_flatline_ge60min,train_20240701T0500+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:00:00+08:00,2024-06-30T21:00:00+00:00,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,165,362.0,2024-07-01T07:35:00+08:00|2024-07-01T07:40:00+08:00|2024-07-01T07:45:00+08:00,0.4231359462340348,True,279.936729871125,1.2931493490213113,hunan_202406301915,5614,0,10
129847,suspected_positive_flatline_ge60min,train_20240701T0500+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:00:00+08:00,2024-06-30T21:00:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,180,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406301915,5614,0,11
129848,suspected_positive_flatline_ge60min,train_20240701T0500+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:00:00+08:00,2024-06-30T21:00:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,195,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406301915,5614,0,12
129849,suspected_positive_flatline_ge60min,train_20240701T0500+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:00:00+08:00,2024-06-30T21:00:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,210,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406301915,5614,0,13
129850,suspected_positive_flatline_ge60min,train_20240701T0500+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:00:00+08:00,2024-06-30T21:00:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,225,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406301915,5614,0,14
129866,suspected_positive_flatline_ge60min,train_20240701T0515+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:15:00+08:00,2024-06-30T21:15:00+00:00,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,45,362.0,2024-07-01T05:50:00+08:00|2024-07-01T05:55:00+08:00|2024-07-01T06:00:00+08:00,0.0488578102068212,True,0.75803980592284,477.5474812424924,hunan_202406301930,5615,0,2
129867,suspected_positive_flatline_ge60min,train_20240701T0515+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:15:00+08:00,2024-06-30T21:15:00+00:00,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,60,362.0,2024-07-01T06:05:00+08:00|2024-07-01T06:10:00+08:00|2024-07-01T06:15:00+08:00,0.1025897529366486,True,10.616362741927565,34.0983073770022,hunan_202406301930,5615,0,3
129868,suspected_positive_flatline_ge60min,train_20240701T0515+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:15:00+08:00,2024-06-30T21:15:00+00:00,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,75,362.0,2024-07-01T06:20:00+08:00|2024-07-01T06:25:00+08:00|2024-07-01T06:30:00+08:00,0.1566188251765872,True,37.042773491835156,9.772486395485231,hunan_202406301930,5615,0,4
129869,suspected_positive_flatline_ge60min,train_20240701T0515+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:15:00+08:00,2024-06-30T21:15:00+00:00,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,90,362.0,2024-07-01T06:35:00+08:00|2024-07-01T06:40:00+08:00|2024-07-01T06:45:00+08:00,0.2107137117588196,True,76.00543133022377,4.762817520595396,hunan_202406301930,5615,0,5
129870,suspected_positive_flatline_ge60min,train_20240701T0515+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:15:00+08:00,2024-06-30T21:15:00+00:00,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,105,362.0,2024-07-01T06:50:00+08:00|2024-07-01T06:55:00+08:00|2024-07-01T07:00:00+08:00,0.2646428133064632,True,122.39708610567651,2.957586749144114,hunan_202406301930,5615,0,6
129871,suspected_positive_flatline_ge60min,train_20240701T0515+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:15:00+08:00,2024-06-30T21:15:00+00:00,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,120,362.0,2024-07-01T07:05:00+08:00|2024-07-01T07:10:00+08:00|2024-07-01T07:15:00+08:00,0.3181752376977865,True,173.0127706539375,2.092331095743662,hunan_202406301930,5615,0,7
129872,suspected_positive_flatline_ge60min,train_20240701T0515+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:15:00+08:00,2024-06-30T21:15:00+00:00,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,135,362.0,2024-07-01T07:20:00+08:00|2024-07-01T07:25:00+08:00|2024-07-01T07:30:00+08:00,0.3710817885132746,True,225.93329466569048,1.6022428236424606,hunan_202406301930,5615,0,8
129873,suspected_positive_flatline_ge60min,train_20240701T0515+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:15:00+08:00,2024-06-30T21:15:00+00:00,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,150,362.0,2024-07-01T07:35:00+08:00|2024-07-01T07:40:00+08:00|2024-07-01T07:45:00+08:00,0.4231359462340348,True,279.936729871125,1.2931493490213113,hunan_202406301930,5615,0,9
129874,suspected_positive_flatline_ge60min,train_20240701T0515+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:15:00+08:00,2024-06-30T21:15:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,165,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406301930,5615,0,10
129875,suspected_positive_flatline_ge60min,train_20240701T0515+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:15:00+08:00,2024-06-30T21:15:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,180,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406301930,5615,0,11
129876,suspected_positive_flatline_ge60min,train_20240701T0515+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:15:00+08:00,2024-06-30T21:15:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,195,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406301930,5615,0,12
129877,suspected_positive_flatline_ge60min,train_20240701T0515+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:15:00+08:00,2024-06-30T21:15:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,210,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406301930,5615,0,13
129895,suspected_positive_flatline_ge60min,train_20240701T0530+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:30:00+08:00,2024-06-30T21:30:00+00:00,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,30,362.0,2024-07-01T05:50:00+08:00|2024-07-01T05:55:00+08:00|2024-07-01T06:00:00+08:00,0.0488578102068212,True,0.75803980592284,477.5474812424924,hunan_202406301945,5616,0,1
129896,suspected_positive_flatline_ge60min,train_20240701T0530+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:30:00+08:00,2024-06-30T21:30:00+00:00,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,45,362.0,2024-07-01T06:05:00+08:00|2024-07-01T06:10:00+08:00|2024-07-01T06:15:00+08:00,0.1025897529366486,True,10.616362741927565,34.0983073770022,hunan_202406301945,5616,0,2
129897,suspected_positive_flatline_ge60min,train_20240701T0530+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:30:00+08:00,2024-06-30T21:30:00+00:00,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,60,362.0,2024-07-01T06:20:00+08:00|2024-07-01T06:25:00+08:00|2024-07-01T06:30:00+08:00,0.1566188251765872,True,37.042773491835156,9.772486395485231,hunan_202406301945,5616,0,3
129898,suspected_positive_flatline_ge60min,train_20240701T0530+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:30:00+08:00,2024-06-30T21:30:00+00:00,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,75,362.0,2024-07-01T06:35:00+08:00|2024-07-01T06:40:00+08:00|2024-07-01T06:45:00+08:00,0.2107137117588196,True,76.00543133022377,4.762817520595396,hunan_202406301945,5616,0,4
129899,suspected_positive_flatline_ge60min,train_20240701T0530+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:30:00+08:00,2024-06-30T21:30:00+00:00,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,90,362.0,2024-07-01T06:50:00+08:00|2024-07-01T06:55:00+08:00|2024-07-01T07:00:00+08:00,0.2646428133064632,True,122.39708610567651,2.957586749144114,hunan_202406301945,5616,0,5
129900,suspected_positive_flatline_ge60min,train_20240701T0530+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:30:00+08:00,2024-06-30T21:30:00+00:00,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,105,362.0,2024-07-01T07:05:00+08:00|2024-07-01T07:10:00+08:00|2024-07-01T07:15:00+08:00,0.3181752376977865,True,173.0127706539375,2.092331095743662,hunan_202406301945,5616,0,6
129901,suspected_positive_flatline_ge60min,train_20240701T0530+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:30:00+08:00,2024-06-30T21:30:00+00:00,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,120,362.0,2024-07-01T07:20:00+08:00|2024-07-01T07:25:00+08:00|2024-07-01T07:30:00+08:00,0.3710817885132746,True,225.93329466569048,1.6022428236424606,hunan_202406301945,5616,0,7
129902,suspected_positive_flatline_ge60min,train_20240701T0530+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:30:00+08:00,2024-06-30T21:30:00+00:00,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,135,362.0,2024-07-01T07:35:00+08:00|2024-07-01T07:40:00+08:00|2024-07-01T07:45:00+08:00,0.4231359462340348,True,279.936729871125,1.2931493490213113,hunan_202406301945,5616,0,8
129903,suspected_positive_flatline_ge60min,train_20240701T0530+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:30:00+08:00,2024-06-30T21:30:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,150,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406301945,5616,0,9
129904,suspected_positive_flatline_ge60min,train_20240701T0530+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:30:00+08:00,2024-06-30T21:30:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,165,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406301945,5616,0,10
129905,suspected_positive_flatline_ge60min,train_20240701T0530+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:30:00+08:00,2024-06-30T21:30:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,180,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406301945,5616,0,11
129906,suspected_positive_flatline_ge60min,train_20240701T0530+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:30:00+08:00,2024-06-30T21:30:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,195,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406301945,5616,0,12
129926,suspected_positive_flatline_ge60min,train_20240701T0545+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:45:00+08:00,2024-06-30T21:45:00+00:00,2024-07-01T06:00:00+08:00,2024-06-30T22:00:00+00:00,15,362.0,2024-07-01T05:50:00+08:00|2024-07-01T05:55:00+08:00|2024-07-01T06:00:00+08:00,0.0488578102068212,True,0.75803980592284,477.5474812424924,hunan_202406302000,5617,0,0
129927,suspected_positive_flatline_ge60min,train_20240701T0545+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:45:00+08:00,2024-06-30T21:45:00+00:00,2024-07-01T06:15:00+08:00,2024-06-30T22:15:00+00:00,30,362.0,2024-07-01T06:05:00+08:00|2024-07-01T06:10:00+08:00|2024-07-01T06:15:00+08:00,0.1025897529366486,True,10.616362741927565,34.0983073770022,hunan_202406302000,5617,0,1
129928,suspected_positive_flatline_ge60min,train_20240701T0545+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:45:00+08:00,2024-06-30T21:45:00+00:00,2024-07-01T06:30:00+08:00,2024-06-30T22:30:00+00:00,45,362.0,2024-07-01T06:20:00+08:00|2024-07-01T06:25:00+08:00|2024-07-01T06:30:00+08:00,0.1566188251765872,True,37.042773491835156,9.772486395485231,hunan_202406302000,5617,0,2
129929,suspected_positive_flatline_ge60min,train_20240701T0545+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:45:00+08:00,2024-06-30T21:45:00+00:00,2024-07-01T06:45:00+08:00,2024-06-30T22:45:00+00:00,60,362.0,2024-07-01T06:35:00+08:00|2024-07-01T06:40:00+08:00|2024-07-01T06:45:00+08:00,0.2107137117588196,True,76.00543133022377,4.762817520595396,hunan_202406302000,5617,0,3
129930,suspected_positive_flatline_ge60min,train_20240701T0545+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:45:00+08:00,2024-06-30T21:45:00+00:00,2024-07-01T07:00:00+08:00,2024-06-30T23:00:00+00:00,75,362.0,2024-07-01T06:50:00+08:00|2024-07-01T06:55:00+08:00|2024-07-01T07:00:00+08:00,0.2646428133064632,True,122.39708610567651,2.957586749144114,hunan_202406302000,5617,0,4
129931,suspected_positive_flatline_ge60min,train_20240701T0545+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:45:00+08:00,2024-06-30T21:45:00+00:00,2024-07-01T07:15:00+08:00,2024-06-30T23:15:00+00:00,90,362.0,2024-07-01T07:05:00+08:00|2024-07-01T07:10:00+08:00|2024-07-01T07:15:00+08:00,0.3181752376977865,True,173.0127706539375,2.092331095743662,hunan_202406302000,5617,0,5
129932,suspected_positive_flatline_ge60min,train_20240701T0545+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:45:00+08:00,2024-06-30T21:45:00+00:00,2024-07-01T07:30:00+08:00,2024-06-30T23:30:00+00:00,105,362.0,2024-07-01T07:20:00+08:00|2024-07-01T07:25:00+08:00|2024-07-01T07:30:00+08:00,0.3710817885132746,True,225.93329466569048,1.6022428236424606,hunan_202406302000,5617,0,6
129933,suspected_positive_flatline_ge60min,train_20240701T0545+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:45:00+08:00,2024-06-30T21:45:00+00:00,2024-07-01T07:45:00+08:00,2024-06-30T23:45:00+00:00,120,362.0,2024-07-01T07:35:00+08:00|2024-07-01T07:40:00+08:00|2024-07-01T07:45:00+08:00,0.4231359462340348,True,279.936729871125,1.2931493490213113,hunan_202406302000,5617,0,7
129934,suspected_positive_flatline_ge60min,train_20240701T0545+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:45:00+08:00,2024-06-30T21:45:00+00:00,2024-07-01T08:00:00+08:00,2024-07-01T00:00:00+00:00,135,362.0,2024-07-01T07:50:00+08:00|2024-07-01T07:55:00+08:00|2024-07-01T08:00:00+08:00,0.4741148379910074,True,334.1808325720944,1.083245849900455,hunan_202406302000,5617,0,8
129935,suspected_positive_flatline_ge60min,train_20240701T0545+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:45:00+08:00,2024-06-30T21:45:00+00:00,2024-07-01T08:15:00+08:00,2024-07-01T00:15:00+00:00,150,362.0,2024-07-01T08:05:00+08:00|2024-07-01T08:10:00+08:00|2024-07-01T08:15:00+08:00,0.5238001917134352,True,387.8317900175227,0.9333943459963517,hunan_202406302000,5617,0,9
129936,suspected_positive_flatline_ge60min,train_20240701T0545+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:45:00+08:00,2024-06-30T21:45:00+00:00,2024-07-01T08:30:00+08:00,2024-07-01T00:30:00+00:00,165,362.0,2024-07-01T08:20:00+08:00|2024-07-01T08:25:00+08:00|2024-07-01T08:30:00+08:00,0.5719792705917613,True,440.80345217318853,0.8212276882481692,hunan_202406302000,5617,0,10
129937,suspected_positive_flatline_ge60min,train_20240701T0545+0800,train,sili,25.9478611111,112.347916667,2024-07-01T05:45:00+08:00,2024-06-30T21:45:00+00:00,2024-07-01T08:45:00+08:00,2024-07-01T00:45:00+00:00,180,362.0,2024-07-01T08:35:00+08:00|2024-07-01T08:40:00+08:00|2024-07-01T08:45:00+08:00,0.6184457838543783,True,492.4870992588563,0.7350446347625628,hunan_202406302000,5617,0,11
