seed,station,group,variant,n,rmse,mae,bias,mean_predicted_ghi,rmse_delta_vs_original,mae_delta_vs_original,mean_ghi_shift_vs_original,fraction_ghi_shift_positive
43,zhujia,predicted_sunny,drop_p90,24375,126.45217619556603,92.8587664827819,-17.980899235884884,391.11108120855954,-0.23372185523002997,-0.3010136818146094,-3.9041337979986817,0.30346666666666666
43,zhujia,predicted_partly_cloudy,drop_p90,13481,135.9104105503845,106.70794201322128,-49.89550842019934,411.3232174408891,-3.5553432189328475,-3.03064844172917,4.517627654762592,0.6221348564646539
43,zhujia,predicted_overcast,drop_p90,12187,133.7284570493723,91.07827625573115,-31.80864267677033,228.44520896842536,-1.4111824803594004,-0.2607477340228428,6.3471582773437865,0.8399934356281283
43,sili,all,drop_center,49806,165.87020811071685,120.04459251438071,-27.440474956074016,410.739302580769,0.6171401379849897,2.9149955881393055,0.6752626738287413,0.4052523792314179
43,sili,predicted_sunny,drop_center,3046,89.42610870395771,74.48793638365555,-57.06997702786891,446.84991791632024,13.422720880315467,16.630896455898856,-21.446747531054843,0.0
43,sili,predicted_partly_cloudy,drop_center,24518,154.99703117104016,115.72091881016141,-42.49677133405632,477.0223166829107,3.7768663331009122,5.238900779223329,-11.171071838696813,0.08308181744024798
43,sili,predicted_overcast,drop_center,22242,184.4761432648743,131.0496013469604,-6.785779429320248,332.7283380061622,-3.014754204633647,-1.5250791136947726,16.763387512520268,0.8158888589155652
43,zhujia,all,drop_center,50043,134.5894912232373,101.8886928279115,-39.92604520827059,346.96163851705893,2.2843869465189357,4.706184489115657,-9.11915131296402,0.2192514437583678
43,zhujia,predicted_sunny,drop_center,24375,129.84720417032852,100.04973916523514,-33.963139002863706,375.12884144158073,3.161306119532469,6.889959000638626,-19.886373564977504,0.0006974358974358975
43,zhujia,predicted_partly_cloudy,drop_center,13481,144.80852173842248,114.58529376119971,-64.81353012234003,396.40519573874843,5.342767969105125,4.846703306249253,-10.400394047378095,0.08397003189674357
